file,x1,x2,y1,y2,mask,date,start_time,frame no,quadrant,true_mask
park-tests/converted/coverted_FRAMES/20210526_182313_3782_3,693,729,213,259,0,20210526,182313,3782,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_933_3,701,739,198,248,0,20210526,182313,933,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_7288_1,633,709,254,351,0,20210526,165204,7288,1,1
park-tests/converted/coverted_FRAMES/20210526_170716_2219_1,1850,1891,87,141,1,20210526,170716,2219,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1038_3,703,741,192,246,0,20210526,182313,1038,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5251_1,631,705,205,299,1,20210526,182313,5251,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_2718_1,1719,1741,265,293,0,20210614,154716,2718,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2688_3,695,736,199,252,0,20210526,182313,2688,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5387_1,752,833,467,583,1,20210614,154716,5387,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4427_3,698,734,203,253,0,20210526,182313,4427,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2643_1,1529,1584,160,226,1,20210526,182313,2643,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2643_1,1218,1265,145,210,1,20210526,182313,2643,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5585_3,697,737,206,256,0,20210526,182313,5585,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5086_3,699,742,200,254,0,20210526,182313,5086,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4037_3,691,733,210,258,1,20210526,182313,4037,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_5403_1,1320,1367,136,196,0,20210526,165204,5403,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4067_3,694,734,211,256,1,20210526,182313,4067,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5101_3,693,735,203,259,1,20210526,182313,5101,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1128_3,36,60,2,29,0,20210526,182313,1128,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_6076_3,706,753,183,247,1,20210526,182313,6076,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3872_3,697,733,211,255,0,20210526,182313,3872,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2613_1,1846,1881,48,93,0,20210526,182313,2613,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2613_1,1648,1682,48,92,0,20210526,182313,2613,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5281_3,695,720,200,240,0,20210526,182313,5281,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5281_3,705,737,207,248,0,20210526,182313,5281,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4442_3,699,739,200,256,1,20210526,182313,4442,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2508_1,885,956,187,270,1,20210526,182313,2508,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_814_3,706,746,193,249,0,20210526,182313,814,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_814_3,1270,1303,14,49,0,20210526,182313,814,3,1
park-tests/converted/coverted_FRAMES/20210614_154716_5255_3,17,36,227,252,0,20210614,154716,5255,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_873_3,689,729,198,255,0,20210526,182313,873,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2433_1,1773,1803,13,50,0,20210526,182313,2433,1,1
park-tests/converted/coverted_FRAMES/20210526_170716_1484_1,1230,1255,146,177,0,20210526,170716,1484,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1413_1,1880,1906,7,40,0,20210526,182313,1413,1,1
park-tests/converted/coverted_FRAMES/20210526_165204_4997_1,671,702,198,246,0,20210526,165204,4997,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_4392_1,1715,1743,249,289,0,20210614,154716,4392,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2628_3,695,727,204,249,0,20210526,182313,2628,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2628_3,689,714,201,237,0,20210526,182313,2628,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2748_3,695,737,200,257,0,20210526,182313,2748,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2943_3,697,737,201,253,1,20210526,182313,2943,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2943_3,693,719,199,236,0,20210526,182313,2943,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_2850_2,1712,1754,566,620,0,20210614,154716,2850,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_2568_2,1794,1816,685,715,0,20210526,182313,2568,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_1068_3,701,739,199,251,0,20210526,182313,1068,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3782_1,1177,1205,128,162,0,20210526,182313,3782,1,1
park-tests/converted/coverted_FRAMES/20210526_165204_7540_1,578,610,235,274,0,20210526,165204,7540,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5343_3,692,734,210,262,1,20210526,182313,5343,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_7518_1,413,447,95,126,0,20210618,151458,7518,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1713_3,698,738,199,254,0,20210526,182313,1713,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_457_1,1344,1369,82,114,0,20210526,165204,457,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4052_3,690,732,211,260,0,20210526,182313,4052,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_4436_1,1334,1372,301,346,0,20210614,154716,4436,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_5420_3,706,736,203,242,0,20210526,182313,5420,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5420_3,686,711,201,235,0,20210526,182313,5420,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2253_3,692,720,196,235,0,20210526,182313,2253,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4996_4,1566,1601,881,925,0,20210526,182313,4996,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_2688_2,1515,1650,609,716,0,20210526,182313,2688,2,2
park-tests/converted/coverted_FRAMES/20210614_154716_5266_1,1545,1578,258,298,0,20210614,154716,5266,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_5321_1,1713,1741,268,304,0,20210614,154716,5321,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_4447_1,1218,1260,345,402,0,20210614,154716,4447,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2538_3,708,750,187,245,0,20210526,182313,2538,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4262_3,690,731,211,260,0,20210526,182313,4262,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_2588_1,1513,1554,126,185,1,20210526,163653,2588,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2588_1,1633,1664,108,158,0,20210526,163653,2588,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2588_1,1289,1326,66,131,0,20210526,163653,2588,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3857_3,690,731,214,257,1,20210526,182313,3857,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_1524_3,1579,1663,337,446,0,20210526,163653,1524,3,2
park-tests/converted/coverted_FRAMES/20210618_151458_7445_1,184,232,0,57,1,20210618,151458,7445,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2103_3,699,734,203,249,0,20210526,182313,2103,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5056_4,1265,1297,380,419,0,20210526,182313,5056,4,2
park-tests/converted/coverted_FRAMES/20210614_154716_4469_1,721,796,403,509,0,20210614,154716,4469,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_2850_1,1187,1217,315,367,0,20210614,154716,2850,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1263_1,1297,1346,147,207,1,20210526,182313,1263,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_5299_1,1050,1100,335,395,0,20210614,154716,5299,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_5299_1,1802,1826,243,277,0,20210614,154716,5299,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4412_3,712,738,200,248,0,20210526,182313,4412,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1143_1,1771,1807,43,87,0,20210526,182313,1143,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_5343_1,1612,1652,289,343,0,20210614,154716,5343,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4981_2,1768,1835,497,592,1,20210526,182313,4981,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_5206_3,705,746,194,247,0,20210526,182313,5206,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_374_1,1430,1457,99,134,0,20210526,165204,374,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_5311_3,702,741,206,253,0,20210526,182313,5311,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5311_3,693,722,202,240,0,20210526,182313,5311,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_2784_1,1280,1320,343,392,1,20210614,154716,2784,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_2784_1,1778,1802,234,265,0,20210614,154716,2784,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2448_3,698,736,199,252,0,20210526,182313,2448,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5146_3,695,734,199,254,1,20210526,182313,5146,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_1715_1,1277,1298,83,112,0,20210526,165204,1715,1,0
park-tests/converted/coverted_FRAMES/20210526_165204_1996_1,320,401,342,461,0,20210526,165204,1996,1,1
park-tests/converted/coverted_FRAMES/20210526_165204_1996_1,1186,1208,84,117,0,20210526,165204,1996,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3242_3,687,711,200,237,0,20210526,182313,3242,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5376_3,694,730,210,258,0,20210526,182313,5376,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3467_3,691,732,209,260,0,20210526,182313,3467,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1594_3,696,737,195,251,0,20210526,182313,1594,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5041_3,707,748,195,242,1,20210526,182313,5041,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3887_3,693,733,212,258,1,20210526,182313,3887,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_8835_3,201,240,81,130,0,20210526,165204,8835,3,1
park-tests/converted/coverted_FRAMES/20210526_163653_2603_1,1298,1352,187,261,1,20210526,163653,2603,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2603_1,1426,1471,174,240,1,20210526,163653,2603,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2603_1,1030,1072,125,190,0,20210526,163653,2603,1,1
park-tests/converted/coverted_FRAMES/20210526_165204_2970_1,1188,1219,122,159,0,20210526,165204,2970,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2808_3,695,735,203,256,0,20210526,182313,2808,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_8900_1,481,585,925,1055,1,20210618,151458,8900,1,2
park-tests/converted/coverted_FRAMES/20210526_163653_11330_1,1299,1326,88,124,0,20210526,163653,11330,1,0
park-tests/converted/coverted_FRAMES/20210526_163653_11330_1,1409,1448,54,116,0,20210526,163653,11330,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_888_3,697,733,201,252,0,20210526,182313,888,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5342_3,694,728,204,251,0,20210526,182313,5342,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4082_3,690,725,206,255,0,20210526,182313,4082,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_10636_3,471,530,76,150,1,20210526,182313,10636,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_1513_1,1403,1450,129,169,0,20210526,170716,1513,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1968_3,707,739,198,244,0,20210526,182313,1968,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_7475_1,791,838,105,166,1,20210618,151458,7475,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4771_2,1653,1679,820,857,0,20210526,182313,4771,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_1998_3,704,740,199,244,0,20210526,182313,1998,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5191_3,702,741,194,248,1,20210526,182313,5191,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5236_3,695,737,210,258,1,20210526,182313,5236,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2178_3,707,741,202,241,0,20210526,182313,2178,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_6076_1,1060,1112,213,271,0,20210526,182313,6076,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_6076_1,1230,1277,163,213,1,20210526,182313,6076,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_6076_1,1726,1765,143,208,0,20210526,182313,6076,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4921_1,1281,1327,151,209,1,20210526,182313,4921,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4921_1,1495,1541,111,177,1,20210526,182313,4921,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4487_3,702,743,201,255,1,20210526,182313,4487,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5277_1,1402,1442,284,329,1,20210614,154716,5277,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3692_3,694,731,212,257,0,20210526,182313,3692,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3902_3,697,733,209,253,0,20210526,182313,3902,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1293_1,344,434,391,480,1,20210526,182313,1293,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1143_3,714,748,178,235,0,20210526,182313,1143,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4367_3,699,731,184,231,0,20210526,182313,4367,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_11345_1,1291,1316,85,119,0,20210526,163653,11345,1,0
park-tests/converted/coverted_FRAMES/20210526_163653_11345_1,471,555,221,336,0,20210526,163653,11345,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5041_1,1767,1805,46,95,0,20210526,182313,5041,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5041_1,1580,1619,113,159,0,20210526,182313,5041,1,1
park-tests/converted/coverted_FRAMES/20210618_151458_7889_1,409,494,72,160,0,20210618,151458,7889,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_5615_3,720,744,213,249,0,20210526,182313,5615,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5615_3,686,709,202,236,0,20210526,182313,5615,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_4414_1,1554,1582,285,322,0,20210614,154716,4414,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_6169_1,748,797,491,576,1,20210614,154716,6169,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4007_3,695,736,210,251,0,20210526,182313,4007,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_8156_3,520,626,241,378,0,20210618,151458,8156,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_8156_3,438,512,166,299,1,20210618,151458,8156,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3962_3,694,740,212,260,1,20210526,182313,3962,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2148_3,697,736,203,250,1,20210526,182313,2148,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_4370_1,1784,1807,227,257,0,20210614,154716,4370,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1413_3,694,738,200,258,0,20210526,182313,1413,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1413_3,106,130,0,22,0,20210526,182313,1413,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_3797_1,948,981,169,207,0,20210526,182313,3797,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4532_3,693,737,200,259,1,20210526,182313,4532,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1758_2,1778,1838,502,593,1,20210526,182313,1758,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_1368_1,577,665,330,466,1,20210526,182313,1368,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_799_3,703,742,198,253,0,20210526,182313,799,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4577_3,711,753,190,249,0,20210526,182313,4577,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3107_3,694,732,210,258,0,20210526,182313,3107,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_2762_1,1475,1505,306,342,0,20210614,154716,2762,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_2762_1,1849,1871,226,255,0,20210614,154716,2762,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1953_3,699,740,199,253,1,20210526,182313,1953,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_10561_3,701,738,194,253,0,20210526,182313,10561,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_10561_3,48,71,31,74,0,20210526,182313,10561,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_754_1,1034,1094,184,264,1,20210526,182313,754,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5450_3,693,729,210,257,0,20210526,182313,5450,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5510_3,687,732,211,262,0,20210526,182313,5510,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4936_1,965,1026,234,307,1,20210526,182313,4936,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4936_1,1200,1258,187,268,1,20210526,182313,4936,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3452_3,691,723,205,251,0,20210526,182313,3452,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_5012_1,918,951,200,246,0,20210526,165204,5012,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_4359_3,358,385,269,301,0,20210614,154716,4359,3,2
